redcap	worksheet	column	measure	bold_header	indent_header	row	version
hvlt_delay_raw	Template	3	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	177	3.0ulatest
hvlt_delay_raw	Template	3	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	Doe
hvlt_delay_raw	Template	3	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	Old
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	2
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	3.0u1.30
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	3.0u10.21.16
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	3.0u11.01.16
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	3.0u2.3
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	177	3.0ulatest
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	Doe
hvlt_delay_ss	Template	4	Delayed Recall	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	174	Old
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	2
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u1.30
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u10.21.16
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u11.01.16
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u2.3
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	178	3.0ulatest
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	Doe
hvlt_perc_raw	Template	3	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	Old
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	2
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u1.30
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u10.21.16
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u11.01.16
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	3.0u2.3
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	178	3.0ulatest
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	Doe
hvlt_perc_ss	Template	4	Percent Retention	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	175	Old
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	2
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	177	3.0
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u1.30
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u10.21.16
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u11.01.16
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u2.3
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	179	3.0ulatest
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	Doe
hvlt_disc_raw	Template	3	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	Old
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	2
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	177	3.0
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u1.30
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u10.21.16
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u11.01.16
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	3.0u2.3
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	179	3.0ulatest
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	Doe
hvlt_disc_ss	Template	4	Discrimination Index	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	176	Old
hvlt_disc_tp	NA	NA	NA	NA	NA	NA	NA
hvlt_disc_fp	NA	NA	NA	NA	NA	NA	NA
hvlt_disc_fn	NA	NA	NA	NA	NA	NA	NA
HVLT_MemProfile	NA	NA	NA	NA	NA	NA	NA
HVLT_MemProfile_MixedExplained	NA	NA	NA	NA	NA	NA	NA
HVLTMemProfile2	NA	NA	NA	NA	NA	NA	NA
HVLTMemProfile2_MixedExplained	NA	NA	NA	NA	NA	NA	NA
cvlt_form	NA	NA	NA	NA	NA	NA	NA
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	2
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u1.30
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u10.21.16
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u11.01.16
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u2.3
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0ulatest
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	Doe
cvlt_tot_raw	Template	3	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	Old
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	2
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u1.30
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u10.21.16
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u11.01.16
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	3.0u2.3
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0ulatest
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	Doe
cvlt_tot_ss	Template	4	Total Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	165	Old
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	2
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u1.30
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u10.21.16
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u11.01.16
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u2.3
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0ulatest
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	Doe
cvlt_sdelayfree_raw	Template	3	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	Old
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	2
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u1.30
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u10.21.16
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u11.01.16
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	3.0u2.3
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0ulatest
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	Doe
cvlt_sdelayfree_ss	Template	4	Short Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	166	Old
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	2
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u1.30
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u10.21.16
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u11.01.16
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u2.3
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0ulatest
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	Doe
cvlt_sdelaycued_raw	Template	3	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	Old
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	2
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u1.30
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u10.21.16
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u11.01.16
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	3.0u2.3
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0ulatest
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	Doe
cvlt_sdelaycued_ss	Template	4	Short Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	167	Old
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	2
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u1.30
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u10.21.16
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u11.01.16
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u2.3
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0ulatest
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	Doe
cvlt_ldelayfree_raw	Template	3	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	Old
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	2
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u1.30
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u10.21.16
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u11.01.16
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	3.0u2.3
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0ulatest
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	Doe
cvlt_ldelayfree_ss	Template	4	Long Delay Free Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	168	Old
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	2
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u1.30
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u10.21.16
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u11.01.16
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u2.3
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	172	3.0ulatest
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	Doe
cvlt_ldelaycued_raw	Template	3	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	Old
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	2
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u1.30
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u10.21.16
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u11.01.16
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	3.0u2.3
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	172	3.0ulatest
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	Doe
cvlt_ldelaycued_ss	Template	4	Long Delay Cued Recall	California Verbal Learning Task-II	California Verbal Learning Task-II	169	Old
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	2
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u1.30
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u10.21.16
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u11.01.16
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u2.3
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	173	3.0ulatest
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	Doe
cvlt_recogdisc_raw	Template	3	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	Old
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	2
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u1.30
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u10.21.16
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u11.01.16
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	3.0u2.3
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	173	3.0ulatest
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	Doe
cvlt_recogdisc_ss	Template	4	Recognition Discriminability	California Verbal Learning Task-II	California Verbal Learning Task-II	170	Old
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	2
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	172	3.0
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0u1.30
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0u10.21.16
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0u11.01.16
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	3.0u2.3
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	174	3.0ulatest
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	Doe
cvlt_fcrecog_perc	Template	3	Forced Choice Recognition	California Verbal Learning Task-II	California Verbal Learning Task-II	171	Old
BVMT_form	NA	NA	NA	NA	NA	NA	NA
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	2
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u1.30
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u10.21.16
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u11.01.16
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u2.3
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	181	3.0ulatest
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	Doe
BVMT_tot_raw	Template	3	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	Old
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	2
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u1.30
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u10.21.16
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u11.01.16
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	3.0u2.3
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	181	3.0ulatest
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	Doe
BVMT_tot_ss	Template	4	Total Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	178	Old
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	2
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	180	3.0
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u1.30
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u10.21.16
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u11.01.16
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u2.3
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	182	3.0ulatest
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	Doe
BVMT_delay_raw	Template	3	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	Old
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	2
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	180	3.0
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u1.30
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u10.21.16
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u11.01.16
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	3.0u2.3
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	182	3.0ulatest
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	Doe
BVMT_delay_ss	Template	4	Delayed Recall	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	179	Old
BVMT_rec_raw	Template	NA	NA	NA	NA	NA	NA
BVMT_rec_perc	Template	NA	NA	NA	NA	NA	NA
bnt_ver	NA	NA	NA	NA	NA	NA	NA
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	211	2
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	217	3.0
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	214	3.0u1.30
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	211	3.0u10.21.16
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	211	3.0u11.01.16
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	214	3.0u2.3
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	223	3.0ulatest
bnt_raw	Template	3	Boston Naming Test	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	214	Doe
