Variable / Field Name,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record,Record
record_id
redcap_repeat_instrument
redcap_repeat_instance
lastname
firstname
mrn
dob
sex
lang_first
lang_fluency
lang_sec
race
hand
ed_yrs
ed_level
ed_qual
ses
employ
occup
occup_categories
occup_recat_homemaker
marital
datadoublecheck
demographics_complete
include_jakbondi
jakbondi_mci_type
jakbondi_mci_amnesticvsnonamnestic
jakbondi_domains
petersenmcitype
petersenmci_domains
petersen_amnesticvsnonamnestic
notes
amnestic
petersenamnestic
domains
petersendomains
mcitype
frontosubcort_v_amnestic
frontosubcort_v_amnestic_anc
original_frontosub_v_am_anc
neurologyvisit_date
neurology_etiology
neurologyvisit_date_
neurology_etiology_yr
etiology_1_npsy
etiology_npsy_explained
etiology_1_neurology
etiology_1_neurology_explained
neurologyvisitdate
neurology_dx_old
etiology_anc
neurobehav
neurobehav_anc
data_entry_ambiguities
cog_onset
cog_course
cog_mem
cog_attn
cog_wfp
cog_para
cog_proc
cog_probsol
cog_judg
cog_behav
cog_pers
adls
iadls
finance
mail
cook
shop
med
drive
appliance
insight
falls
diabetes
a1c
hypertension
bpsystolic
bpdiastolic
cva
cholesterol
cad
vascularriskspresent
vascularrisks_number
tsh
b12
tbi
tumor
other_neurol
other_neurol_prob
neurologytx
dxdiscrepancybetweenproviders
famhx_dem
famhx_rel
famhx_demtype
famhx_onset
famhx_onset_explained
psydx
traumahx
premorbidpsych
premorbidpsych_description
rx_mem
rm_memname
rx_antidep
rx_anx
rx_antipsy
mood_curr
therapy
priortx
suicide
psychosis
psychosistype
sleep
osatx
sleep_med
appetite
etoh_abuse
etoh_drinks
tobacco
drug
drug_type
drug_name
famhx_psy
famhx_psyrel
exercise
outside_neuropsych
declinefromoutsideeval
mmsedate
mmsescore
addenbrookedate
addenbrooke_tot
addenbrooke_attn
addenbrooke_mem
addenbrooke_fluency
addenbrooke_lang
addenbrooke_visuo
neurology_complete
neuroim
fdgpet
pet_amyvid
pet_result
apoe
devel_hx
neuroim_type
ct_date
ct_ab
ct_atrophy
ct_vent
ct_vasc
ct_other
mri_date
mri_ab
mri_atrophy
mri_hippatro
mri_hippscler
mri_vascular
mri_wm
mri_tumor
baseline_testing_complete
np_date
npsydate
np_provider
age
wms_io_raw
wms_io_per
wais
wais_ver
fsiq
vci
sim_raw
sim_ss
voc_raw
voc_ss
in_raw
in_ss
pri
bd_raw
bd_ss
mr_raw
mr_ss
vp_raw
vp_ss
wmi
dsp_raw
dsp_ss
dsp_rel
ar_raw
ar_ss
psi
ss_raw
ss_ss
cd_raw
cd_ss
wms
wms_ver
lm_ver
lmi_raw
lmi_ss
lmii_raw
lmii_ss
lmrec_raw
lmrec_per
vpai_raw
vpai_ss
vpaii_raw
vpaii_ss
vparec_raw
vparec_perc
vri_raw
vri_ss
vrii_raw
vrii_ss
vrrec_raw
vrrec_per
vrcopy_raw
vrcopy_perc
spat_span_raw
spat_span_ss
hvlt
hvlt_form
hvlt_tot_raw
hvlt_tot_ss
hvlt_tot_per
hvlt_tot_int
hvlt_delay_raw
hvlt_delay_ss
hvlt_perc_raw
hvlt_perc_ss
hvlt_disc_raw
hvlt_disc_ss
hvlt_disc_tp
hvlt_disc_fp
hvlt_disc_fn
hvlt_memprofile
hvlt_memprofile_mixedexplained
hvltmemprofile2
hvltmemprofile2_mixedexplained
cvlt
cvlt_form
cvlt_tot_raw
cvlt_tot_ss
cvlt_sdelayfree_raw
cvlt_sdelayfree_ss
cvlt_sdelaycued_raw
cvlt_sdelaycued_ss
cvlt_ldelayfree_raw
cvlt_ldelayfree_ss
cvlt_ldelaycued_raw
cvlt_ldelaycued_ss
cvlt_recogdisc_raw
cvlt_recogdisc_ss
cvlt_fcrecog_perc
bvmt
bvmt_form
bvmt_tot_raw
bvmt_tot_ss
bvmt_delay_raw
bvmt_delay_ss
bvmt_rec_raw
bvmt_rec_perc
bnt
bnt_ver
bnt_raw
bnt_ss
bdae
bdae_cim_raw
bdae_cim_ss
bdae_rs_raw
bdae_rn_raw
bdae_rn_class
bdae_ct_raw
bdae_sp_raw
bdae_praxis_ng_raw
bdae_praxis_cg_raw
bdae_praxis_upo_raw
bdae_praxis_bfrm_raw
bdae_wc_raw
wrat
wratread_form
wratread_raw
wratread_ss
wjiii
wjiii_wa_raw
wjiii_wa_ss
clock
clock_score
clock_time
clock_class
jlo
jlo_form
jlo_raw
jlo_ss
sdmt
sdmt_writ_raw
sdmt_writ_ss
sdmt_oral_raw
sdmt_oral_ss
pasat
pasat_form
